Scenario,ground_r_value,infiltration,heating_set_point,cooling_set_point,heating_cop,cooling_cop,equipment_density,lighting_density,occupant_density,scheduled_ventilation_ach,dhw_flow_rate,Total Operational Energy,Natural Gas,Electricity
S1035,0.575,0.1,20,23.1,0.8,4.5,5,15,0.013,1,1.58E-05,27191171.85,1354609.745,25836562.1
S1036,0.575,0.1,20,23.1,0.8,4.5,5,15,0.013,1,0.000709,41861156.46,16024162,25836994.46
S1037,0.575,0.1,20,23.1,0.8,4.5,5,15,0.103,0.1,1.58E-05,28318624.77,1972009.869,26346614.9
S1038,0.575,0.1,20,23.1,0.8,4.5,5,15,0.103,0.1,0.000709,43012350.99,16658361.3,26353989.69
S1039,0.575,0.1,20,23.1,0.8,4.5,5,15,0.103,1,1.58E-05,28537306.51,2195607.2,26341699.31
S1040,0.575,0.1,20,23.1,0.8,4.5,5,15,0.103,1,0.000709,43218224.98,16884475.54,26333749.44
S1041,0.575,0.1,20,23.1,0.8,4.5,15,5,0.013,0.1,1.58E-05,26997043.59,1120321.565,25876722.03
S1042,0.575,0.1,20,23.1,0.8,4.5,15,5,0.013,0.1,0.000709,41663105.13,15783767.69,25879337.44
S1043,0.575,0.1,20,23.1,0.8,4.5,15,5,0.013,1,1.58E-05,27153097.23,1295894.615,25857202.61
S1044,0.575,0.1,20,23.1,0.8,4.5,15,5,0.013,1,0.000709,41814006.01,15958510.65,25855495.37
S1045,0.575,0.1,20,23.1,0.8,4.5,15,5,0.103,0.1,1.58E-05,28313395.84,1925088.654,26388307.18
S1046,0.575,0.1,20,23.1,0.8,4.5,15,5,0.103,0.1,0.000709,42982543.94,16593716.49,26388827.45
S1047,0.575,0.1,20,23.1,0.8,4.5,15,5,0.103,1,1.58E-05,28514034.71,2147367.115,26366667.59
S1048,0.575,0.1,20,23.1,0.8,4.5,15,5,0.103,1,0.000709,43156675.96,16796329.13,26360346.83
S1049,0.575,0.1,20,23.1,0.8,4.5,15,15,0.013,0.1,1.58E-05,38604197.51,498104.3039,38106093.2
S1050,0.575,0.1,20,23.1,0.8,4.5,15,15,0.013,0.1,0.000709,53250967.15,15173944.28,38077022.86
S1051,0.575,0.1,20,23.1,0.8,4.5,15,15,0.013,1,1.58E-05,38615680.14,542424.4911,38073255.65
S1052,0.575,0.1,20,23.1,0.8,4.5,15,15,0.013,1,0.000709,53296560.22,15220217.91,38076342.31
S1053,0.575,0.1,20,23.1,0.8,4.5,15,15,0.103,0.1,1.58E-05,39407459.61,825328.3163,38582131.3
S1054,0.575,0.1,20,23.1,0.8,4.5,15,15,0.103,0.1,0.000709,54087883.54,15512805.96,38575077.58
S1055,0.575,0.1,20,23.1,0.8,4.5,15,15,0.103,1,1.58E-05,39518225.93,944218.219,38574007.71
S1056,0.575,0.1,20,23.1,0.8,4.5,15,15,0.103,1,0.000709,54194824.03,15621698.07,38573125.96
S1057,0.575,0.1,20,23.1,0.8,5.5,5,5,0.013,0.1,1.58E-05,16699729.54,3499719.802,13200009.74
S1058,0.575,0.1,20,23.1,0.8,5.5,5,5,0.013,0.1,0.000709,31353958.55,18128829.16,13225129.39
S1059,0.575,0.1,20,23.1,0.8,5.5,5,5,0.013,1,1.58E-05,17008820.41,3799992.942,13208827.46
S1060,0.575,0.1,20,23.1,0.8,5.5,5,5,0.013,1,0.000709,31680173.33,18468879.62,13211293.71
S1061,0.575,0.1,20,23.1,0.8,5.5,5,5,0.103,0.1,1.58E-05,18045496.95,4418789.699,13626707.25
S1062,0.575,0.1,20,23.1,0.8,5.5,5,5,0.103,0.1,0.000709,32654993.85,19028349.06,13626644.8
S1063,0.575,0.1,20,23.1,0.8,5.5,5,5,0.103,1,1.58E-05,18331748.18,4703202.21,13628545.97
S1064,0.575,0.1,20,23.1,0.8,5.5,5,5,0.103,1,0.000709,32999658.14,19367122.82,13632535.32
S1065,0.575,0.1,20,23.1,0.8,5.5,5,15,0.013,0.1,1.58E-05,26436419.6,1179064.685,25257354.91
S1066,0.575,0.1,20,23.1,0.8,5.5,5,15,0.013,0.1,0.000709,41119562.53,15848109.96,25271452.56
S1067,0.575,0.1,20,23.1,0.8,5.5,5,15,0.013,1,1.58E-05,26614346.06,1369719.219,25244626.84
S1068,0.575,0.1,20,23.1,0.8,5.5,5,15,0.013,1,0.000709,41271016.15,16023759.31,25247256.85
S1069,0.575,0.1,20,23.1,0.8,5.5,5,15,0.103,0.1,1.58E-05,27648276.53,1962369.958,25685906.57
S1070,0.575,0.1,20,23.1,0.8,5.5,5,15,0.103,0.1,0.000709,42344502.69,16671240.99,25673261.69
S1071,0.575,0.1,20,23.1,0.8,5.5,5,15,0.103,1,1.58E-05,27849738.19,2177891.186,25671847
S1072,0.575,0.1,20,23.1,0.8,5.5,5,15,0.103,1,0.000709,42558306.72,16900036.31,25658270.41
S1073,0.575,0.1,20,23.1,0.8,5.5,15,5,0.013,0.1,1.58E-05,26410834.09,1123900.478,25286933.61
S1074,0.575,0.1,20,23.1,0.8,5.5,15,5,0.013,0.1,0.000709,41096823.43,15788264.02,25308559.4
S1075,0.575,0.1,20,23.1,0.8,5.5,15,5,0.013,1,1.58E-05,26575515.9,1280697.311,25294818.59
S1076,0.575,0.1,20,23.1,0.8,5.5,15,5,0.013,1,0.000709,41255371.75,15969242.9,25286128.85
S1077,0.575,0.1,20,23.1,0.8,5.5,15,5,0.103,0.1,1.58E-05,27624410.43,1911298.906,25713111.52
S1078,0.575,0.1,20,23.1,0.8,5.5,15,5,0.103,0.1,0.000709,42299343.16,16601510.21,25697832.96
S1079,0.575,0.1,20,23.1,0.8,5.5,15,5,0.103,1,1.58E-05,27799067.38,2100695.408,25698371.97
S1080,0.575,0.1,20,23.1,0.8,5.5,15,5,0.103,1,0.000709,42509560.34,16798299.12,25711261.22
S1081,0.575,0.1,20,23.1,0.8,5.5,15,15,0.013,0.1,1.58E-05,37837416.85,500966.1646,37336450.68
S1082,0.575,0.1,20,23.1,0.8,5.5,15,15,0.013,0.1,0.000709,52508855.1,15173724.74,37335130.36
S1083,0.575,0.1,20,23.1,0.8,5.5,15,15,0.013,1,1.58E-05,37879326.32,541111.6395,37338214.68
S1084,0.575,0.1,20,23.1,0.8,5.5,15,15,0.013,1,0.000709,52546140.36,15219040.42,37327099.94
S1085,0.575,0.1,20,23.1,0.8,5.5,15,15,0.103,0.1,1.58E-05,38605506.85,847584.4042,37757922.45
S1086,0.575,0.1,20,23.1,0.8,5.5,15,15,0.103,0.1,0.000709,53259987.08,15519628.33,37740358.75
S1087,0.575,0.1,20,23.1,0.8,5.5,15,15,0.103,1,1.58E-05,38690793.63,939792.9534,37751000.68
S1088,0.575,0.1,20,23.1,0.8,5.5,15,15,0.103,1,0.000709,53357057.21,15616064.41,37740992.8
S1089,0.575,0.1,20,23.1,0.95,4.5,5,5,0.013,0.1,1.58E-05,16597104.94,2958151.582,13638953.36
S1090,0.575,0.1,20,23.1,0.95,4.5,5,5,0.013,0.1,0.000709,31269240.17,17626746.35,13642493.82
S1091,0.575,0.1,20,23.1,0.95,4.5,5,5,0.013,1,1.58E-05,16866438.95,3232041.035,13634397.91
S1092,0.575,0.1,20,23.1,0.95,4.5,5,5,0.013,1,0.000709,31535564.75,17921697.68,13613867.07
S1093,0.575,0.1,20,23.1,0.95,4.5,5,5,0.103,0.1,1.58E-05,17872022.53,3723090.744,14148931.78
S1094,0.575,0.1,20,23.1,0.95,4.5,5,5,0.103,0.1,0.000709,32561204.69,18407602.72,14153601.97
S1095,0.575,0.1,20,23.1,0.95,4.5,5,5,0.103,1,1.58E-05,18151236.35,4004843.355,14146392.99
S1096,0.575,0.1,20,23.1,0.95,4.5,5,5,0.103,1,0.000709,32809132.17,18668732.69,14140399.47
S1097,0.575,0.1,20,23.1,0.95,4.5,5,15,0.013,0.1,1.58E-05,26913507.22,1058425.947,25855081.27
S1098,0.575,0.1,20,23.1,0.95,4.5,5,15,0.013,0.1,0.000709,41569323.44,15722003.37,25847320.08
S1099,0.575,0.1,20,23.1,0.95,4.5,5,15,0.013,1,1.58E-05,27012464.71,1197441.74,25815022.97
S1100,0.575,0.1,20,23.1,0.95,4.5,5,15,0.013,1,0.000709,41713160.59,15875491.57,25837669.03
S1101,0.575,0.1,20,23.1,0.95,4.5,5,15,0.103,0.1,1.58E-05,28070171.96,1717989.108,26352182.85
S1102,0.575,0.1,20,23.1,0.95,4.5,5,15,0.103,0.1,0.000709,42760798.31,16411084.72,26349713.58
S1103,0.575,0.1,20,23.1,0.95,4.5,5,15,0.103,1,1.58E-05,30052103.73,3723757.323,26328346.41
S1104,0.575,0.1,20,23.1,0.95,4.5,5,15,0.103,1,0.000709,42923787.91,16586707.67,26337080.25
S1105,0.575,0.1,20,23.1,0.95,4.5,15,5,0.013,0.1,1.58E-05,26861258.37,985831.1022,25875427.27
S1106,0.575,0.1,20,23.1,0.95,4.5,15,5,0.013,0.1,0.000709,41531466.15,15667557.48,25863908.67
S1107,0.575,0.1,20,23.1,0.95,4.5,15,5,0.013,1,1.58E-05,27021635.72,1142263.131,25879372.59
S1108,0.575,0.1,20,23.1,0.95,4.5,15,5,0.013,1,0.000709,41694735.18,15812518.79,25882216.39
S1109,0.575,0.1,20,23.1,0.95,4.5,15,5,0.103,0.1,1.58E-05,28059731.79,1658800.585,26400931.21
S1110,0.575,0.1,20,23.1,0.95,4.5,15,5,0.103,0.1,0.000709,42731439.48,16342274.84,26389164.64
S1111,0.575,0.1,20,23.1,0.95,4.5,15,5,0.103,1,1.58E-05,28221654.6,1836622.02,26385032.58
S1112,0.575,0.1,20,23.1,0.95,4.5,15,5,0.103,1,0.000709,42896317.84,16519458.2,26376859.64
S1113,0.575,0.1,20,23.1,0.95,4.5,15,15,0.013,0.1,1.58E-05,38561301.94,476997.5147,38084304.43
S1114,0.575,0.1,20,23.1,0.95,4.5,15,15,0.013,0.1,0.000709,53240872.64,15150376.72,38090495.92
S1115,0.575,0.1,20,23.1,0.95,4.5,15,15,0.013,1,1.58E-05,38581605.56,513091.9622,38068513.6
S1116,0.575,0.1,20,23.1,0.95,4.5,15,15,0.013,1,0.000709,53262947.81,15185189.32,38077758.49
S1117,0.575,0.1,20,23.1,0.95,4.5,15,15,0.103,0.1,1.58E-05,39347783.91,761377.5386,38586406.37
S1118,0.575,0.1,20,23.1,0.95,4.5,15,15,0.103,0.1,0.000709,54029060.76,15435185.04,38593875.71
S1119,0.575,0.1,20,23.1,0.95,4.5,15,15,0.103,1,1.58E-05,39421479.47,856272.441,38565207.03
S1120,0.575,0.1,20,23.1,0.95,4.5,15,15,0.103,1,0.000709,54103774.3,15523669.14,38580105.15
S1121,0.575,0.1,20,23.1,0.95,5.5,5,5,0.013,0.1,1.58E-05,16203301.02,2973526.257,13229774.77
S1122,0.575,0.1,20,23.1,0.95,5.5,5,5,0.013,0.1,0.000709,30874319.3,17659646.18,13214673.11
S1123,0.575,0.1,20,23.1,0.95,5.5,5,5,0.013,1,1.58E-05,16479798.7,3264873.627,13214925.07
S1124,0.575,0.1,20,23.1,0.95,5.5,5,5,0.013,1,0.000709,31104735.26,17889119.82,13215615.43
S1125,0.575,0.1,20,23.1,0.95,5.5,5,5,0.103,0.1,1.58E-05,17389153.71,3753611.853,13635541.86
S1126,0.575,0.1,20,23.1,0.95,5.5,5,5,0.103,0.1,0.000709,32049979.33,18418165.02,13631814.31
S1127,0.575,0.1,20,23.1,0.95,5.5,5,5,0.103,1,1.58E-05,17615317.18,3986540.414,13628776.77
S1128,0.575,0.1,20,23.1,0.95,5.5,5,5,0.103,1,0.000709,32308691.04,18682868.78,13625822.26
S1129,0.575,0.1,20,23.1,0.95,5.5,5,15,0.013,0.1,1.58E-05,26295352.54,1045132.973,25250219.56
S1130,0.575,0.1,20,23.1,0.95,5.5,5,15,0.013,0.1,0.000709,40997258.03,15725516.19,25271741.84
S1131,0.575,0.1,20,23.1,0.95,5.5,5,15,0.013,1,1.58E-05,26456296.28,1214252.055,25242044.23
S1132,0.575,0.1,20,23.1,0.95,5.5,5,15,0.013,1,0.000709,41133004.88,15876131.2,25256873.69
S1133,0.575,0.1,20,23.1,0.95,5.5,5,15,0.103,0.1,1.58E-05,27418467.54,1723728.666,25694738.87
S1134,0.575,0.1,20,23.1,0.95,5.5,5,15,0.103,0.1,0.000709,42080368.01,16396372.01,25683996
S1135,0.575,0.1,20,23.1,0.95,5.5,5,15,0.103,1,1.58E-05,27591218.74,1928891.698,25662327.05
S1136,0.575,0.1,20,23.1,0.95,5.5,5,15,0.103,1,0.000709,42255998.76,16576057.6,25679941.16
S1137,0.575,0.1,20,23.1,0.95,5.5,15,5,0.013,0.1,1.58E-05,26281685.27,990635.0167,25291050.25
S1138,0.575,0.1,20,23.1,0.95,5.5,15,5,0.013,0.1,0.000709,40942873.6,15663310.69,25279562.91
S1139,0.575,0.1,20,23.1,0.95,5.5,15,5,0.013,1,1.58E-05,26424465.81,1139029.274,25285436.54
S1140,0.575,0.1,20,23.1,0.95,5.5,15,5,0.013,1,0.000709,41085409.82,15808090.9,25277318.91
S1141,0.575,0.1,20,23.1,0.95,5.5,15,5,0.103,0.1,1.58E-05,27364224.1,1655780.79,25708443.3
S1142,0.575,0.1,20,23.1,0.95,5.5,15,5,0.103,0.1,0.000709,42040527.83,16335362.38,25705165.44
S1143,0.575,0.1,20,23.1,0.95,5.5,15,5,0.103,1,1.58E-05,27519707.63,1830265.418,25689442.21
S1144,0.575,0.1,20,23.1,0.95,5.5,15,5,0.103,1,0.000709,42205150.85,16510144.06,25695006.78
S1145,0.575,0.1,20,23.1,0.95,5.5,15,15,0.013,0.1,1.58E-05,37815941.67,473593.0991,37342348.57
S1146,0.575,0.1,20,23.1,0.95,5.5,15,15,0.013,0.1,0.000709,52480811.18,15148708.38,37332102.8
S1147,0.575,0.1,20,23.1,0.95,5.5,15,15,0.013,1,1.58E-05,37831698.62,510863.0054,37320835.62
S1148,0.575,0.1,20,23.1,0.95,5.5,15,15,0.013,1,0.000709,52510459.17,15185391.45,37325067.72
S1149,0.575,0.1,20,23.1,0.95,5.5,15,15,0.103,0.1,1.58E-05,38516337.91,757914.9556,37758422.95
S1150,0.575,0.1,20,23.1,0.95,5.5,15,15,0.103,0.1,0.000709,53177632.7,15439222.29,37738410.41
S1151,0.575,0.1,20,23.1,0.95,5.5,15,15,0.103,1,1.58E-05,38598099.58,852381.4349,37745718.14
S1152,0.575,0.1,20,23.1,0.95,5.5,15,15,0.103,1,0.000709,53263883.59,15521122.06,37742761.53
S1153,0.575,0.1,20,26,0.8,4.5,5,5,0.013,0.1,1.58E-05,16162620.02,3487484.048,12675135.97
S1154,0.575,0.1,20,26,0.8,4.5,5,5,0.013,0.1,0.000709,30840747.94,18170467.08,12670280.85
S1155,0.575,0.1,20,26,0.8,4.5,5,5,0.013,1,1.58E-05,16454076.29,3787573.095,12666503.2
S1156,0.575,0.1,20,26,0.8,4.5,5,5,0.013,1,0.000709,31144493.39,18484999.71,12659493.68
S1157,0.575,0.1,20,26,0.8,4.5,5,5,0.103,0.1,1.58E-05,17330471.64,4360586.329,12969885.31
S1158,0.575,0.1,20,26,0.8,4.5,5,5,0.103,0.1,0.000709,32005427.05,19052343.78,12953083.27
S1159,0.575,0.1,20,26,0.8,4.5,5,5,0.103,1,1.58E-05,17631721.14,4682905.04,12948816.1
S1160,0.575,0.1,20,26,0.8,4.5,5,5,0.103,1,0.000709,32331642.85,19389130.93,12942511.92
S1161,0.575,0.1,20,26,0.8,4.5,5,15,0.013,0.1,1.58E-05,25959438.76,1186156.244,24773282.52
S1162,0.575,0.1,20,26,0.8,4.5,5,15,0.013,0.1,0.000709,40642563.36,15875419.79,24767143.57
S1163,0.575,0.1,20,26,0.8,4.5,5,15,0.013,1,1.58E-05,26103553.81,1346721.343,24756832.47
S1164,0.575,0.1,20,26,0.8,4.5,5,15,0.013,1,0.000709,40776114.26,16023774.11,24752340.16
S1165,0.575,0.1,20,26,0.8,4.5,5,15,0.103,0.1,1.58E-05,27058657.23,1982155.178,25076502.05
S1166,0.575,0.1,20,26,0.8,4.5,5,15,0.103,0.1,0.000709,41746375.84,16679680.93,25066694.91
S1167,0.575,0.1,20,26,0.8,4.5,5,15,0.103,1,1.58E-05,27232603.64,2190030.214,25042573.43
S1168,0.575,0.1,20,26,0.8,4.5,5,15,0.103,1,0.000709,41945124.25,16888089.17,25057035.08
S1169,0.575,0.1,20,26,0.8,4.5,15,5,0.013,0.1,1.58E-05,25939654.48,1130231.309,24809423.17
S1170,0.575,0.1,20,26,0.8,4.5,15,5,0.013,0.1,0.000709,40628682.81,15800486.97,24828195.84
S1171,0.575,0.1,20,26,0.8,4.5,15,5,0.013,1,1.58E-05,26081993.59,1289252.394,24792741.19
S1172,0.575,0.1,20,26,0.8,4.5,15,5,0.013,1,0.000709,40743369.19,15956337.58,24787031.61
S1173,0.575,0.1,20,26,0.8,4.5,15,5,0.103,0.1,1.58E-05,27039379.7,1922262.477,25117117.22
S1174,0.575,0.1,20,26,0.8,4.5,15,5,0.103,0.1,0.000709,41698221.21,16579850.46,25118370.75
S1175,0.575,0.1,20,26,0.8,4.5,15,5,0.103,1,1.58E-05,27189313.03,2106891.462,25082421.57
S1176,0.575,0.1,20,26,0.8,4.5,15,5,0.103,1,0.000709,41875123.28,16798794.22,25076329.06
S1177,0.575,0.1,20,26,0.8,4.5,15,15,0.013,0.1,1.58E-05,37463847.31,500102.5837,36963744.73
S1178,0.575,0.1,20,26,0.8,4.5,15,15,0.013,0.1,0.000709,52133041.72,15173777.02,36959264.7
S1179,0.575,0.1,20,26,0.8,4.5,15,15,0.013,1,1.58E-05,37463808.92,544367.8763,36919441.04
S1180,0.575,0.1,20,26,0.8,4.5,15,15,0.013,1,0.000709,52148331.99,15223759.53,36924572.46
S1181,0.575,0.1,20,26,0.8,4.5,15,15,0.103,0.1,1.58E-05,38081350.66,835805.8585,37245544.8
S1182,0.575,0.1,20,26,0.8,4.5,15,15,0.103,0.1,0.000709,52758732,15512069.69,37246662.31
S1183,0.575,0.1,20,26,0.8,4.5,15,15,0.103,1,1.58E-05,38156331.22,936925.6144,37219405.6
S1184,0.575,0.1,20,26,0.8,4.5,15,15,0.103,1,0.000709,52833331,15617561.04,37215769.96
S1185,0.575,0.1,20,26,0.8,5.5,5,5,0.013,0.1,1.58E-05,15922101.97,3493520.97,12428581
S1186,0.575,0.1,20,26,0.8,5.5,5,5,0.013,0.1,0.000709,30563772,18130127.49,12433644.51
S1187,0.575,0.1,20,26,0.8,5.5,5,5,0.013,1,1.58E-05,16186549.22,3762825.447,12423723.78
S1188,0.575,0.1,20,26,0.8,5.5,5,5,0.013,1,0.000709,30902398.37,18485643.03,12416755.34
S1189,0.575,0.1,20,26,0.8,5.5,5,5,0.103,0.1,1.58E-05,17029628.97,4362132.929,12667496.04
S1190,0.575,0.1,20,26,0.8,5.5,5,5,0.103,0.1,0.000709,31699524.29,19031215.22,12668309.07
S1191,0.575,0.1,20,26,0.8,5.5,5,5,0.103,1,1.58E-05,17327257.1,4677449.784,12649807.31
S1192,0.575,0.1,20,26,0.8,5.5,5,5,0.103,1,0.000709,32029730.58,19383669.87,12646060.72
S1193,0.575,0.1,20,26,0.8,5.5,5,15,0.013,0.1,1.58E-05,25567495.51,1180170.798,24387324.71
S1194,0.575,0.1,20,26,0.8,5.5,5,15,0.013,0.1,0.000709,40234322.55,15848541.11,24385781.44
S1195,0.575,0.1,20,26,0.8,5.5,5,15,0.013,1,1.58E-05,25722793.71,1350718.086,24372075.62
S1196,0.575,0.1,20,26,0.8,5.5,5,15,0.013,1,0.000709,40407633.96,16033826.19,24373807.77
S1197,0.575,0.1,20,26,0.8,5.5,5,15,0.103,0.1,1.58E-05,26616019.1,1980934.914,24635084.19
S1198,0.575,0.1,20,26,0.8,5.5,5,15,0.103,0.1,0.000709,41287506.06,16671018.45,24616487.6
S1199,0.575,0.1,20,26,0.8,5.5,5,15,0.103,1,1.58E-05,26795868.26,2201312.447,24594555.81
S1200,0.575,0.1,20,26,0.8,5.5,5,15,0.103,1,0.000709,41500705.19,16885402.96,24615302.23
S1201,0.575,0.1,20,26,0.8,5.5,15,5,0.013,0.1,1.58E-05,25533608.02,1109546.462,24424061.55
S1202,0.575,0.1,20,26,0.8,5.5,15,5,0.013,0.1,0.000709,40218274.66,15807714.33,24410560.34
S1203,0.575,0.1,20,26,0.8,5.5,15,5,0.013,1,1.58E-05,25684104.55,1285899.012,24398205.54
S1204,0.575,0.1,20,26,0.8,5.5,15,5,0.013,1,0.000709,40388282.86,15993085.81,24395197.06
S1205,0.575,0.1,20,26,0.8,5.5,15,5,0.103,0.1,1.58E-05,26567528.74,1911849.292,24655679.45
S1206,0.575,0.1,20,26,0.8,5.5,15,5,0.103,0.1,0.000709,41260835.74,16592363.66,24668472.08
S1207,0.575,0.1,20,26,0.8,5.5,15,5,0.103,1,1.58E-05,26766225.71,2122962.631,24643263.08
S1208,0.575,0.1,20,26,0.8,5.5,15,5,0.103,1,0.000709,41457740.05,16828040.25,24629699.8
S1209,0.575,0.1,20,26,0.8,5.5,15,15,0.013,0.1,1.58E-05,36923845.71,497439.9516,36426405.76
S1210,0.575,0.1,20,26,0.8,5.5,15,15,0.013,0.1,0.000709,51588493.81,15176026.52,36412467.28
S1211,0.575,0.1,20,26,0.8,5.5,15,15,0.013,1,1.58E-05,36946109.49,545012.4484,36401097.04
S1212,0.575,0.1,20,26,0.8,5.5,15,15,0.013,1,0.000709,51598929.9,15218186.09,36380743.82
S1213,0.575,0.1,20,26,0.8,5.5,15,15,0.103,0.1,1.58E-05,37492386.84,831718.8305,36660668
S1214,0.575,0.1,20,26,0.8,5.5,15,15,0.103,0.1,0.000709,52166653.4,15512074.11,36654579.29
S1215,0.575,0.1,20,26,0.8,5.5,15,15,0.103,1,1.58E-05,37568905.72,940132.8329,36628772.88
S1216,0.575,0.1,20,26,0.8,5.5,15,15,0.103,1,0.000709,52262956.83,15637592.68,36625364.14
S1217,0.575,0.1,20,26,0.95,4.5,5,5,0.013,0.1,1.58E-05,15668397.9,2990815.986,12677581.92
S1218,0.575,0.1,20,26,0.95,4.5,5,5,0.013,0.1,0.000709,30314834.21,17639852.7,12674981.51
S1219,0.575,0.1,20,26,0.95,4.5,5,5,0.013,1,1.58E-05,15885547.91,3232345.722,12653202.19
S1220,0.575,0.1,20,26,0.95,4.5,5,5,0.013,1,0.000709,30586113.78,17923083.5,12663030.28
S1221,0.575,0.1,20,26,0.95,4.5,5,5,0.103,0.1,1.58E-05,16682134.56,3716428.753,12965705.8
S1222,0.575,0.1,20,26,0.95,4.5,5,5,0.103,0.1,0.000709,31375163.25,18403556.72,12971606.52
S1223,0.575,0.1,20,26,0.95,4.5,5,5,0.103,1,1.58E-05,16938400.43,3990085.823,12948314.61
S1224,0.575,0.1,20,26,0.95,4.5,5,5,0.103,1,0.000709,31637654.83,18694357.93,12943296.91
S1225,0.575,0.1,20,26,0.95,4.5,5,15,0.013,0.1,1.58E-05,25814647.22,1055143.919,24759503.31
S1226,0.575,0.1,20,26,0.95,4.5,5,15,0.013,0.1,0.000709,40518049.59,15723706.74,24794342.85
S1227,0.575,0.1,20,26,0.95,4.5,5,15,0.013,1,1.58E-05,25937825.28,1192585.623,24745239.65
S1228,0.575,0.1,20,26,0.95,4.5,5,15,0.013,1,0.000709,40616045.75,15878749.39,24737296.35
S1229,0.575,0.1,20,26,0.95,4.5,5,15,0.103,0.1,1.58E-05,26807793.77,1732775.578,25075018.19
S1230,0.575,0.1,20,26,0.95,4.5,5,15,0.103,0.1,0.000709,41467399.71,16408081.22,25059318.49
S1231,0.575,0.1,20,26,0.95,4.5,5,15,0.103,1,1.58E-05,26970243.96,1914115.042,25056128.92
S1232,0.575,0.1,20,26,0.95,4.5,5,15,0.103,1,0.000709,41623481.25,16585807.1,25037674.14
S1233,0.575,0.1,20,26,0.95,4.5,15,5,0.013,0.1,1.58E-05,25812433.34,995910.0336,24816523.31
S1234,0.575,0.1,20,26,0.95,4.5,15,5,0.013,0.1,0.000709,40506762.49,15685081.36,24821681.13
S1235,0.575,0.1,20,26,0.95,4.5,15,5,0.013,1,1.58E-05,25911475.31,1136392.491,24775082.82
S1236,0.575,0.1,20,26,0.95,4.5,15,5,0.013,1,0.000709,40620621.61,15829511.88,24791109.73
S1237,0.575,0.1,20,26,0.95,4.5,15,5,0.103,0.1,1.58E-05,26785352.21,1673659.411,25111692.8
S1238,0.575,0.1,20,26,0.95,4.5,15,5,0.103,0.1,0.000709,41434172.1,16323603.92,25110568.18
S1239,0.575,0.1,20,26,0.95,4.5,15,5,0.103,1,1.58E-05,26910386.75,1829578.896,25080807.85
S1240,0.575,0.1,20,26,0.95,4.5,15,5,0.103,1,0.000709,41579015.71,16501203.45,25077812.26
S1241,0.575,0.1,20,26,0.95,4.5,15,15,0.013,0.1,1.58E-05,37419581.52,474860.8017,36944720.72
S1242,0.575,0.1,20,26,0.95,4.5,15,15,0.013,0.1,0.000709,52093290.82,15150233.87,36943056.95
S1243,0.575,0.1,20,26,0.95,4.5,15,15,0.013,1,1.58E-05,37433076.86,509496.2141,36923580.65
S1244,0.575,0.1,20,26,0.95,4.5,15,15,0.013,1,0.000709,52115945.21,15191178.61,36924766.6
S1245,0.575,0.1,20,26,0.95,4.5,15,15,0.103,0.1,1.58E-05,37990086.92,753364.3569,37236722.57
S1246,0.575,0.1,20,26,0.95,4.5,15,15,0.103,0.1,0.000709,52679039.38,15436135.14,37242904.24
S1247,0.575,0.1,20,26,0.95,4.5,15,15,0.103,1,1.58E-05,38076298.1,850305.934,37225992.17
S1248,0.575,0.1,20,26,0.95,4.5,15,15,0.103,1,0.000709,52741006.87,15528607.78,37212399.09
S1249,0.575,0.1,20,26,0.95,5.5,5,5,0.013,0.1,1.58E-05,15390221.16,2958631.55,12431589.61
S1250,0.575,0.1,20,26,0.95,5.5,5,5,0.013,0.1,0.000709,30078634.61,17643347.36,12435287.25
S1251,0.575,0.1,20,26,0.95,5.5,5,5,0.013,1,1.58E-05,15673794.56,3259711.052,12414083.51
S1252,0.575,0.1,20,26,0.95,5.5,5,5,0.013,1,0.000709,30353824.07,17929539.18,12424284.89
S1253,0.575,0.1,20,26,0.95,5.5,5,5,0.103,0.1,1.58E-05,18140244.61,5498583.323,12641661.29
S1254,0.575,0.1,20,26,0.95,5.5,5,5,0.103,0.1,0.000709,31080369.19,18408155.6,12672213.59
S1255,0.575,0.1,20,26,0.95,5.5,5,5,0.103,1,1.58E-05,16662902.98,4006980.654,12655922.33
S1256,0.575,0.1,20,26,0.95,5.5,5,5,0.103,1,0.000709,31330764.5,18679552.41,12651212.09
S1257,0.575,0.1,20,26,0.95,5.5,5,15,0.013,0.1,1.58E-05,25420487.3,1035637.298,24384850
S1258,0.575,0.1,20,26,0.95,5.5,5,15,0.013,0.1,0.000709,40113913.65,15724141.08,24389772.58
S1259,0.575,0.1,20,26,0.95,5.5,5,15,0.013,1,1.58E-05,25558490.96,1200107.599,24358383.36
S1260,0.575,0.1,20,26,0.95,5.5,5,15,0.013,1,0.000709,40236061.85,15869196.57,24366865.28
S1261,0.575,0.1,20,26,0.95,5.5,5,15,0.103,0.1,1.58E-05,26361926.2,1735713.505,24626212.7
S1262,0.575,0.1,20,26,0.95,5.5,5,15,0.103,0.1,0.000709,41033054.27,16411851.86,24621202.4
S1263,0.575,0.1,20,26,0.95,5.5,5,15,0.103,1,1.58E-05,26527108.63,1920138.632,24606970
S1264,0.575,0.1,20,26,0.95,5.5,5,15,0.103,1,0.000709,41210501.36,16596301.8,24614199.56
S1265,0.575,0.1,20,26,0.95,5.5,15,5,0.013,0.1,1.58E-05,25425135.42,1004683.178,24420452.24
